score;departement;ville;nom;enseignes;code_naf;dirigeant;age;qualite;chiffre_affaires;resultat;annee_comptes;effectif;date_creation;nb_etablissements;siren;adresse;url_pappers;url_annuaire
70;75;PARIS;AGENTS ASSOCIES COMMUNICATION;AAC;78.10Z;Patrick GOAVEC;73;Président de SAS;225823;91014;2025;n.r.;1995-02-01;5;399827609;14 RUE DU COLISEE 75008 PARIS;https://www.pappers.fr/entreprise/agents-associes-communication-399827609;https://annuaire-entreprises.data.gouv.fr/entreprise/399827609
70;75;PARIS;CARACTERES;;78.30Z;Gilles Charles-André JAFFART;67;Président de SAS;192750;1264;2019;n.r.;1998-10-01;4;420415341;117 RUE DE CHARENTON 75012 PARIS;https://www.pappers.fr/entreprise/caracteres-420415341;https://annuaire-entreprises.data.gouv.fr/entreprise/420415341
70;75;PARIS;SARL MARQUE ET CIE;;78.30Z;Pierre Louis MARQUE;71;Gérant;191075;144547;2023;n.r.;1988-02-23;1;344330808;23 RUE DE CRONSTADT 75015 PARIS;https://www.pappers.fr/entreprise/sarl-marque-et-cie-344330808;https://annuaire-entreprises.data.gouv.fr/entreprise/344330808
70;75;PARIS;SARELYS;;78.30Z;Liliane LANGMAN (SZYSZCZYCKI);80;Gérant;174897;1846616;2016;n.r.;2001-01-14;1;434675393;134 RUE DE COURCELLES 75017 PARIS;https://www.pappers.fr/entreprise/sarelys-434675393;https://annuaire-entreprises.data.gouv.fr/entreprise/434675393
70;75;PARIS;TAMARINES INVEST;;78.30Z;Gerard TRESANINI;76;Président de SAS;135142;3193;2021;n.r.;2006-03-09;4;489117689;17 RUE DE L' AMIRAL HAMELIN 75016 PARIS;https://www.pappers.fr/entreprise/tamarines-invest-mt-conseil-489117689;https://annuaire-entreprises.data.gouv.fr/entreprise/489117689
70;75;PARIS;AFEC EMPLOI;;78.10Z;Pierre COURBEBAISSE;75;Gérant;5595;-103873;2021;n.r.;2006-11-01;1;492733910;6 RUE DE LA PIERRE LEVEE 75011 PARIS;https://www.pappers.fr/entreprise/afec-emploi-492733910;https://annuaire-entreprises.data.gouv.fr/entreprise/492733910
70;75;PARIS;MGI;;78.20Z;Bernard HOUPLAIN;73;Administrateur provisoire;;;;n.r.;2004-12-23;3;480079060;57 RUE DE CLICHY 75009 PARIS;https://www.pappers.fr/entreprise/mgi-480079060;https://annuaire-entreprises.data.gouv.fr/entreprise/480079060
70;75;PARIS;LVP INTERIM;;78.20Z;Jacques Yves MERCIER;73;Gérant;;;;n.r.;2004-09-01;5;478385206;3 RUE TROYON 75017 PARIS;https://www.pappers.fr/entreprise/lvp-interim-478385206;https://annuaire-entreprises.data.gouv.fr/entreprise/478385206
70;75;PARIS;SARL INTEREC;;78.20Z;Nissim DADOUN;79;Gérant;;458202;2018;1-2;2014-01-28;2;800137325;66 BOULEVARD DE MAGENTA 75010 PARIS;https://www.pappers.fr/entreprise/sarl-interec-800137325;https://annuaire-entreprises.data.gouv.fr/entreprise/800137325
70;75;PARIS;POLE INTERIM;PRI INTERIM;78.20Z;Raymond SAADA;67;Gérant;;16260;2023;1-2;2011-10-01;3;537934358;4 ALLEE VIVALDI 75012 PARIS;https://www.pappers.fr/entreprise/pole-interim-pri-interim-537934358;https://annuaire-entreprises.data.gouv.fr/entreprise/537934358
70;75;PARIS;TALENTS & EVENTS;;78.10Z;Florence DOURDOU;68;Gérant;;;;10-19;2011-09-30;4;535359251;19 RUE CLEMENT MAROT 75008 PARIS;https://www.pappers.fr/entreprise/talents-events-the-face-paris-management-535359251;https://annuaire-entreprises.data.gouv.fr/entreprise/535359251
70;75;PARIS;ALPHA CDI HOLDING;;78.30Z;Joelle DUJOUR (BLANCHARD);75;Président de SAS;;;;n.r.;1979-02-01;6;319073581;27-29 27 RUE DE BASSANO 75008 PARIS;https://www.pappers.fr/entreprise/alpha-cdi-holding-alpha-cdi-319073581;https://annuaire-entreprises.data.gouv.fr/entreprise/319073581
70;75;PARIS;P.F.I;PRO-FUSION INTERIM;78.20Z;Marc ROUSSEAUX;69;Président de SAS;;;;3-5;2016-11-08;1;824495352;19 RUE DE CHEROY 75017 PARIS;https://www.pappers.fr/entreprise/p-f-i-824495352;https://annuaire-entreprises.data.gouv.fr/entreprise/824495352
70;75;PARIS;5CS-INTERNATIONAL;;78.10Z;Stephane GLOWINSKI;69;Président de SAS;;8404;2024;1-2;2015-05-05;2;811596600;41 RUE SAINT-FERDINAND 75017 PARIS;https://www.pappers.fr/entreprise/5cs-international-transearch-paris-811596600;https://annuaire-entreprises.data.gouv.fr/entreprise/811596600
70;75;PARIS;IGREC;;78.30Z;Eric TOFFART;77;Gérant;;;;n.r.;1992-05-28;2;387953110;9 RUE VICTOR CONSIDERANT 75014 PARIS;https://www.pappers.fr/entreprise/igrec-387953110;https://annuaire-entreprises.data.gouv.fr/entreprise/387953110
70;75;PARIS;TRIADE ET ASSOCIES;;78.30Z;Jean-Francois JOURDREN;77;Gérant;;;;n.r.;1988-07-11;3;347626418;6 RUE LACEPEDE 75005 PARIS;https://www.pappers.fr/entreprise/triade-et-associes-347626418;https://annuaire-entreprises.data.gouv.fr/entreprise/347626418
70;75;PARIS;POLYTECH INTERNATIONAL;;78.20Z;Jocelyne PERROT (LELU);76;Gérant;;;;n.r.;2005-07-01;2;483108924;34 BOULEVARD DES ITALIENS 75009 PARIS;https://www.pappers.fr/entreprise/polytech-international-483108924;https://annuaire-entreprises.data.gouv.fr/entreprise/483108924
70;75;PARIS;PHARMAPROM;;78.30Z;Laurent AUDAY;65;Gérant;;;;n.r.;2005-11-01;2;485204218;22 RUE DU QUATRE SEPTEMBRE 75002 PARIS;https://www.pappers.fr/entreprise/pharmaprom-485204218;https://annuaire-entreprises.data.gouv.fr/entreprise/485204218
70;75;PARIS;FASHION CONSULTING;;78.10Z;Nicole MARCIANO (ABECASSIS);65;Gérant;;;;n.r.;2006-09-14;3;492011218;1 SQUARE D'URFE 75016 PARIS;https://www.pappers.fr/entreprise/fashion-consulting-492011218;https://annuaire-entreprises.data.gouv.fr/entreprise/492011218
70;75;PARIS;CITY MODELS;;78.10Z;Patrice Lionel DEJEAN;66;Président de SAS;;422872;2024;10-19;2010-01-18;3;519525323;137 BOULEVARD DE SEBASTOPOL 75002 PARIS;https://www.pappers.fr/entreprise/city-models-519525323;https://annuaire-entreprises.data.gouv.fr/entreprise/519525323
70;75;PARIS;STERLING INTERNATIONAL;;78.10Z;Michael BOROIAN;67;Président de SAS;;-1335663;2024;10-19;2010-05-05;4;522305093;66 AVENUE DES CHAMPS ELYSEES 75008 PARIS;https://www.pappers.fr/entreprise/sterling-international-522305093;https://annuaire-entreprises.data.gouv.fr/entreprise/522305093
70;75;PARIS;AMANTIN EXPERTS;;78.30Z;Bernard GILLY;69;Administrateur;;;;1-2;2012-07-17;1;752992461;11 AVENUE MYRON HERRICK 75008 PARIS;https://www.pappers.fr/entreprise/amantin-experts-752992461;https://annuaire-entreprises.data.gouv.fr/entreprise/752992461
70;75;PARIS;MANAGEMENT PROCESS INTELLIGENCE(M.P.I);;78.10Z;Jacques THIBAUD;77;Gérant;;;;n.r.;2006-07-11;1;491104899;14 RUE CADET 75009 PARIS;https://www.pappers.fr/entreprise/management-process-intelligence-m-p-i-491104899;https://annuaire-entreprises.data.gouv.fr/entreprise/491104899
70;75;PARIS;EFFICADRE;;78.30Z;Philippe Francois Henri BERTOLIN;77;Gérant;;;;n.r.;1990-12-01;3;380852384;49 AVENUE TRUDAINE 75009 PARIS;https://www.pappers.fr/entreprise/efficadre-380852384;https://annuaire-entreprises.data.gouv.fr/entreprise/380852384
70;75;PARIS;B V I SARL;;78.20Z;Nissim DADOUN;79;Gérant;;;;n.r.;2002-10-10;3;443831409;21 PLACE DE LA REPUBLIQUE 75003 PARIS;https://www.pappers.fr/entreprise/b-v-i-sarl-443831409;https://annuaire-entreprises.data.gouv.fr/entreprise/443831409
68;75;PARIS;TALENT ADVISOR MANAGEMENT SAS;;78.10Z;Saif MAHDHI;52;Président de SAS;8284605;1081585;2024;6-9;2018-10-09;3;843359753;7 RUE D'ARGENTEUIL 75001 PARIS;https://www.pappers.fr/entreprise/talent-advisor-management-sas-safe-mgmt-843359753;https://annuaire-entreprises.data.gouv.fr/entreprise/843359753
68;75;PARIS;SAS PRICE MAN;;78.20Z;Philippe SZPRYCER;59;Président de SAS;6559323;74272;2025;3-5;2019-08-26;1;852819754;95 BOULEVARD DE MAGENTA 75010 PARIS;https://www.pappers.fr/entreprise/sas-price-man-852819754;https://annuaire-entreprises.data.gouv.fr/entreprise/852819754
65;75;PARIS;ELEC TT;;78.20Z;Lyonel DEUX;55;Gérant;4137102;38300;2016;n.r.;2012-11-01;3;789059318;78 AVENUE RAYMOND POINCARE 75016 PARIS;https://www.pappers.fr/entreprise/elec-tt-789059318;https://annuaire-entreprises.data.gouv.fr/entreprise/789059318
65;75;PARIS;HAPPY COMMUNICATION;;78.10Z;Raphael Xavier Marie Edouard MASSART;56;Président de SAS;1976735;95806;2024;3-5;2003-02-01;2;447548272;17 RUE DE CALAIS 75009 PARIS;https://www.pappers.fr/entreprise/happy-communication-447548272;https://annuaire-entreprises.data.gouv.fr/entreprise/447548272
65;75;PARIS;SMITH & SMITH CHARACTERS;;78.30Z;Renaud Jean Francois Benilde BERGONZO;59;Gérant;1903616;-33962;2025;3-5;1999-06-15;3;423364546;30 RUE NOTRE-DAME DES VICTOIRES 75002 PARIS;https://www.pappers.fr/entreprise/smith-smith-characters-smith-smith-characters-423364546;https://annuaire-entreprises.data.gouv.fr/entreprise/423364546
65;75;PARIS;ALTAM HUMAN & RESSOURCES;;78.30Z;Virginie Marie RAMASCO (CREMER);56;Directeur Général;1735287;5372;2023;10-19;1997-04-01;4;411811888;32 RUE D'HAUTEVILLE 75010 PARIS;https://www.pappers.fr/entreprise/altam-human-ressources-para-graph-411811888;https://annuaire-entreprises.data.gouv.fr/entreprise/411811888
65;75;PARIS;AXENTIA;;78.20Z;Alain SUISSA;55;Président de SAS;1050234;4292;2024;1-2;2005-08-01;2;483680245;39 A 41 39 AVENUE PHILIPPE-AUGUSTE 75011 PARIS;https://www.pappers.fr/entreprise/axentia-483680245;https://annuaire-entreprises.data.gouv.fr/entreprise/483680245
65;75;PARIS;C2T INDUSTRIE;;78.20Z;Pedro MIEZI;61;Président de SAS;819925;30073;2022;3-5;2004-10-01;1;479119810;25 AVENUE FELIX FAURE 75015 PARIS;https://www.pappers.fr/entreprise/c2t-industrie-479119810;https://annuaire-entreprises.data.gouv.fr/entreprise/479119810
65;75;PARIS;D'ANTIN CONSEIL LEGAL EXECUTIVE SEARCH;;78.30Z;Frederic Louis Marie D'ANTIN TOURNIER DE VAILLAC;63;Gérant;661036;73751;2017;1-2;1998-05-14;3;419106448;30 AVENUE DE MESSINE 75008 PARIS;https://www.pappers.fr/entreprise/d-antin-conseil-legal-executive-search-419106448;https://annuaire-entreprises.data.gouv.fr/entreprise/419106448
65;75;PARIS;C.H.T. INTERIM;C.H.T. INTERIM;78.20Z;Laurent ALERIC;61;Gérant;623375;19969;2025;3-5;2004-12-15;3;479868135;175 BOULEVARD VOLTAIRE 75011 PARIS;https://www.pappers.fr/entreprise/c-h-t-interim-479868135;https://annuaire-entreprises.data.gouv.fr/entreprise/479868135
65;75;PARIS;C & T CONSEIL;;78.10Z;Patrice DUFOSSE;67;Président de SAS;372908;1925;2020;n.r.;2008-09-01;3;507917789;24 RUE DAUBIGNY 75017 PARIS;https://www.pappers.fr/entreprise/c-t-conseil-507917789;https://annuaire-entreprises.data.gouv.fr/entreprise/507917789
65;75;PARIS;KSB CONSULTING;;78.10Z;Bruno BERARD;66;Directeur Général;345726;23599;2016;n.r.;2010-01-20;3;519908933;57 RUE PIERRE CHARRON 75008 PARIS;https://www.pappers.fr/entreprise/ksb-consulting-519908933;https://annuaire-entreprises.data.gouv.fr/entreprise/519908933
65;75;PARIS;CATENON SARL;;78.10Z;Javier RUIZ DE AZCARATE VALERA;61;Gérant;320605;30803;2025;6-9;2006-10-24;6;492497979;3 AVENUE DE L'OPERA 75001 PARIS;https://www.pappers.fr/entreprise/catenon-sarl-catenon-sarl-492497979;https://annuaire-entreprises.data.gouv.fr/entreprise/492497979
65;75;PARIS;DHR INTERNATIONAL FRANCE;;78.10Z;Franciscus SMEEKES;67;Président de SAS;310291;29224;2018;n.r.;2012-03-28;4;751236068;10 AVENUE KLEBER 75016 PARIS;https://www.pappers.fr/entreprise/dhr-international-france-751236068;https://annuaire-entreprises.data.gouv.fr/entreprise/751236068
65;75;PARIS;J&E RECRUTEMENT FORMATION MANAGEMENT;J&E RECRUTEMENT FORMATION MANAGEMENT;78.10Z;Elie Rene Antoine DELCHER;69;Président de SAS;45620;10396;2024;n.r.;2011-04-03;4;531399285;52 RUE FRANCOIS MIRON 75004 PARIS;https://www.pappers.fr/entreprise/j-e-recrutement-formation-management-j-e-rectutement-formation-management-531399285;https://annuaire-entreprises.data.gouv.fr/entreprise/531399285
65;75;PARIS;SINTEL;;78.20Z;Elisabeth ASSOULINE (LIGNEUL);63;Président de SAS;;;;20-49;1988-05-31;10;347720773;30 RUE MEDERIC 75017 PARIS;https://www.pappers.fr/entreprise/sintel-sintel-347720773;https://annuaire-entreprises.data.gouv.fr/entreprise/347720773
65;75;PARIS;CARE CONSULTING ASSOCIES;;78.10Z;Jacques MAUBERT;68;Président de SAS;;;;n.r.;2009-07-01;1;513842070;14 RUE DE L'ATLAS 75019 PARIS;https://www.pappers.fr/entreprise/care-consulting-associes-513842070;https://annuaire-entreprises.data.gouv.fr/entreprise/513842070
65;75;PARIS;BEI;;78.20Z;Laurent NEGREL;61;Président de SAS;;15828;2024;6-9;2006-10-16;3;493205751;414 RUE SAINT-HONORE 75008 PARIS;https://www.pappers.fr/entreprise/bei-b-e-i-493205751;https://annuaire-entreprises.data.gouv.fr/entreprise/493205751
65;75;PARIS;FRIMOUSSE SARL;;78.10Z;Virginie Elsa Laurence Valérie DAMBRINE;61;Gérant;;117792;2025;6-9;1982-02-01;2;323802322;8 RUE DE PONTHIEU 75008 PARIS;https://www.pappers.fr/entreprise/frimousse-sarl-323802322;https://annuaire-entreprises.data.gouv.fr/entreprise/323802322
65;75;PARIS;MEENT;;78.30Z;Miguel ALFAGEME;63;Administrateur;;-151364;2024;6-9;2001-10-01;6;439371337;35 RUE DU LOUVRE 75002 PARIS;https://www.pappers.fr/entreprise/meent-439371337;https://annuaire-entreprises.data.gouv.fr/entreprise/439371337
65;75;PARIS;NOUVELLE ERE;;78.10Z;Berangere LE BOZEC (PAJOLEC);61;Gérant;;-8282;2024;6-9;2003-09-01;4;449766690;11 RUE BICHAT 75010 PARIS;https://www.pappers.fr/entreprise/nouvelle-ere-449766690;https://annuaire-entreprises.data.gouv.fr/entreprise/449766690
65;75;PARIS;HINOLISARI SUCCESS;;78.10Z;Henri CHEVALIER;61;Personne ayant le pouvoir d’engager à titre habituel la société;;718539;2025;20-49;1987-10-01;3;342502390;11 RUE DES ARQUEBUSIERS 75003 PARIS;https://www.pappers.fr/entreprise/hinolisari-success-342502390;https://annuaire-entreprises.data.gouv.fr/entreprise/342502390
65;75;PARIS;JOUVE ET ASSOCIES;;78.10Z;Sylvie DE VESINNE-LARUE (JOUBERT);63;Président de SAS;;1696768;2024;10-19;1986-10-03;3;339332629;68 AVENUE DES CHAMPS ELYSEES 75008 PARIS;https://www.pappers.fr/entreprise/jouve-et-associes-339332629;https://annuaire-entreprises.data.gouv.fr/entreprise/339332629
65;75;PARIS;AFI FRANCE SARL;;78.30Z;Kevin AUSTIN;76;Gérant;;24328;2024;n.r.;2011-01-25;4;530397850;250 B BOULEVARD SAINT-GERMAIN 75007 PARIS;https://www.pappers.fr/entreprise/afi-france-sarl-530397850;https://annuaire-entreprises.data.gouv.fr/entreprise/530397850
65;75;PARIS;STUDIO KLRP;;78.10Z;Nathalie PINEAU;61;Gérant;;;;6-9;2004-10-20;3;479432932;38 RUE DE TURBIGO 75003 PARIS;https://www.pappers.fr/entreprise/studio-klrp-479432932;https://annuaire-entreprises.data.gouv.fr/entreprise/479432932
65;75;PARIS;DIANES;;78.10Z;Florence EPOUSE CLAPIN (DE LAPARRE DE SAINT SERNIN);63;Gérant;;;;1-2;1999-12-01;4;428169643;30 AVENUE DE MESSINE 75008 PARIS;https://www.pappers.fr/entreprise/dianes-428169643;https://annuaire-entreprises.data.gouv.fr/entreprise/428169643
65;75;PARIS;SCIENTECH INTERIM;;78.20Z;Pascal Elie LEVY;61;Directeur Général;;1099688;2024;6-9;2005-04-01;2;481234896;78 BOULEVARD DES BATIGNOLLES 75017 PARIS;https://www.pappers.fr/entreprise/scientech-interim-481234896;https://annuaire-entreprises.data.gouv.fr/entreprise/481234896
65;75;PARIS;ALTRHOM;;78.30Z;Pascal-Henri POIGET;68;Gérant;;;;n.r.;2007-09-01;4;500187844;10 RUE OBERKAMPF 75011 PARIS;https://www.pappers.fr/entreprise/altrhom-500187844;https://annuaire-entreprises.data.gouv.fr/entreprise/500187844
65;75;PARIS;KARA TRAVAIL TEMPORAIRE;;78.20Z;Rahel ADDA (KHALFOUNE);60;Gérant;;-70202;2024;3-5;2002-07-01;4;442513099;36 BOULEVARD HAUSSMANN 75009 PARIS;https://www.pappers.fr/entreprise/kara-travail-temporaire-kara-travail-temporaire-442513099;https://annuaire-entreprises.data.gouv.fr/entreprise/442513099
65;75;PARIS;HOST FAMILIES IN PARIS;;78.30Z;Joel NANGIS;63;Gérant;;;;1-2;2002-10-01;3;443568258;11 RUE LA BOETIE 75008 PARIS;https://www.pappers.fr/entreprise/host-families-in-paris-443568258;https://annuaire-entreprises.data.gouv.fr/entreprise/443568258
63;75;PARIS;EXPERTT;;78.20Z;Samy Stephane HAMMAMI;56;Président de SAS;8932759;32810;2025;n.r.;2020-06-18;3;885356873;15 RUE DES IMMEUBLES INDUSTRIELS 75011 PARIS;https://www.pappers.fr/entreprise/expertt-885356873;https://annuaire-entreprises.data.gouv.fr/entreprise/885356873
63;75;PARIS;CONTACT COMMUNICATION;;78.10Z;Mathieu DERRIEN;53;Président de SAS;4777089;123945;2022;10-19;2020-09-17;2;890408743;10 RUE DE LA PAIX 75002 PARIS;https://www.pappers.fr/entreprise/contact-communication-890408743;https://annuaire-entreprises.data.gouv.fr/entreprise/890408743
63;75;PARIS;JPSI GRANDS TRAVAUX;;78.20Z;Richard Gerard GRIVAUD;56;Gérant;4186477;2118;2025;6-9;2018-07-03;4;841032741;141 AVENUE DE CLICHY 75017 PARIS;https://www.pappers.fr/entreprise/jpsi-grands-travaux-jpsi-grands-travaux-841032741;https://annuaire-entreprises.data.gouv.fr/entreprise/841032741
63;75;PARIS;PROEQUIPE;;78.20Z;Jose Javier GARCIA ALONSO;61;Gérant;1606046;-76607;2024;1-2;2019-10-28;2;878934082;22 RUE DE LA FEDERATION 75015 PARIS;https://www.pappers.fr/entreprise/proequipe-878934082;https://annuaire-entreprises.data.gouv.fr/entreprise/878934082
63;75;PARIS;AWAIR FRANCE;;78.30Z;Francesca ANTONINI;60;Directeur Général;1240272;38195;2025;3-5;2017-02-28;2;828146241;5 RUE DU HELDER 75009 PARIS;https://www.pappers.fr/entreprise/awair-france-828146241;https://annuaire-entreprises.data.gouv.fr/entreprise/828146241
63;75;PARIS;AXONE;TARGETT;78.20Z;Jean-Pierre Gaston KAHN;78;Président de SAS;;-322599;2022;10-19;2017-09-01;5;831342456;13 B AVENUE DE LA MOTTE-PICQUET 75007 PARIS;https://www.pappers.fr/entreprise/axone-831342456;https://annuaire-entreprises.data.gouv.fr/entreprise/831342456
63;75;PARIS;GIE IMAGERIE;;78.30Z;Alain DANA;76;Membre;;;;20-49;2019-06-17;2;851924894;31 AVENUE HOCHE 75008 PARIS;https://www.pappers.fr/entreprise/gie-imagerie-851924894;https://annuaire-entreprises.data.gouv.fr/entreprise/851924894
63;75;PARIS;ASSISTANCE CONSULTING ENGINEERING;;78.20Z;Evelyne ARZOINE (NATAF);68;Président de SAS;;;;1-2;2021-05-06;2;899755466;27 RUE JOUBERT 75009 PARIS;https://www.pappers.fr/entreprise/assistance-consulting-engineering-acett-interim-899755466;https://annuaire-entreprises.data.gouv.fr/entreprise/899755466
63;75;PARIS;SOLUCIA GESTION;;78.30Z;Pierre LOCQUEVILLE;65;Contrôleur de gestion;;;2023;50-99;2020-01-01;2;881421531;111 AVENUE DE FRANCE 75013 PARIS;https://www.pappers.fr/entreprise/solucia-gestion-881421531;https://annuaire-entreprises.data.gouv.fr/entreprise/881421531
63;75;PARIS;COFIX INTERIM;;78.20Z;Sylvain BERREBI;78;Président de SAS;;;;3-5;2019-10-24;2;878870898;3 RUE ABEL 75012 PARIS;https://www.pappers.fr/entreprise/cofix-interim-878870898;https://annuaire-entreprises.data.gouv.fr/entreprise/878870898
63;75;PARIS;ARC INTERIM MEDICAL;;78.20Z;Alice CHOUKROUN;76;Directeur Général;;;;6-9;2017-11-03;1;834143554;24 PLACE RAOUL FOLLEREAU 75010 PARIS;https://www.pappers.fr/entreprise/arc-interim-medical-834143554;https://annuaire-entreprises.data.gouv.fr/entreprise/834143554
63;75;PARIS;LES ENTREMETTEURS;;78.10Z;Renata PAGNOZZI;80;Président de SAS;;;;1-2;2019-11-12;1;878957968;41 RUE DE LA FOLIE-MERICOURT 75011 PARIS;https://www.pappers.fr/entreprise/les-entremetteurs-878957968;https://annuaire-entreprises.data.gouv.fr/entreprise/878957968
63;75;PARIS;ACTION INTERIM;;78.20Z;Jean BOUVIER;76;Président de SAS;;101055;2022;1-2;2021-03-23;1;898346655;37-41 37 BOULEVARD DE CHARONNE 75011 PARIS;https://www.pappers.fr/entreprise/action-interim-898346655;https://annuaire-entreprises.data.gouv.fr/entreprise/898346655
60;75;PARIS;EURO BRIDGE SAS;;78.20Z;Toshiya TAKAHASHI;62;Président de SAS;404246;14242;2022;3-5;2016-03-19;1;818726598;4 VILLA JOCELYN 75016 PARIS;https://www.pappers.fr/entreprise/euro-bridge-sas-818726598;https://annuaire-entreprises.data.gouv.fr/entreprise/818726598
60;75;PARIS;SOLUSEARCH;;78.10Z;Laurent CHABANNAIS;60;Président de SAS;245150;9277;2025;1-2;2008-01-10;2;501904163;10 RUE DU COLISEE 75008 PARIS;https://www.pappers.fr/entreprise/solusearch-501904163;https://annuaire-entreprises.data.gouv.fr/entreprise/501904163
60;75;PARIS;1001TALENTS;;78.10Z;Caroline Claire BARTHELEMY (LAMBERT);61;Gérant;34357;-81505;2015;n.r.;2004-03-12;2;452521974;76 AVENUE DES CHAMPS ELYSEES 75008 PARIS;https://www.pappers.fr/entreprise/1001talents-1001talents-452521974;https://annuaire-entreprises.data.gouv.fr/entreprise/452521974
60;75;PARIS;SBC INSERTION;;78.20Z;Franck LABIDI;61;Directeur Général;;329307;2019;10-19;2009-12-15;8;519260558;13 BOULEVARD DE COURCELLES 75008 PARIS;https://www.pappers.fr/entreprise/sbc-insertion-519260558;https://annuaire-entreprises.data.gouv.fr/entreprise/519260558
60;75;PARIS;MS GROUP;;78.20Z;Carole BETITO;60;Gérant;;395916;2024;3-5;2012-01-05;4;538713488;25 RUE TAITBOUT 75009 PARIS;https://www.pappers.fr/entreprise/ms-group-538713488;https://annuaire-entreprises.data.gouv.fr/entreprise/538713488
60;75;PARIS;DELASSALLE & PARTNERS;;78.30Z;Christophe DELASSALLE;60;Président de SAS;;-6824;2023;10-19;2008-04-11;2;503673907;27-29 27 RUE DE BASSANO 75008 PARIS;https://www.pappers.fr/entreprise/delassalle-partners-delassalle-partners-connecting-values-503673907;https://annuaire-entreprises.data.gouv.fr/entreprise/503673907
60;75;PARIS;IPC GIE;;78.30Z;Vincent DURIEUX;62;Contrôleur de gestion;;;;50-99;2008-03-10;1;503328718;6 A 14 6 RUE LA PEROUSE 75016 PARIS;https://www.pappers.fr/entreprise/ipc-gie-503328718;https://annuaire-entreprises.data.gouv.fr/entreprise/503328718
60;75;PARIS;KIJO MODELS;;78.10Z;Elisabeth Solange Dolores ASSOULINE (LIGNEUL);63;Gérant;;290165;2024;3-5;2016-04-06;2;819733478;30 RUE MEDERIC 75017 PARIS;https://www.pappers.fr/entreprise/kijo-models-819733478;https://annuaire-entreprises.data.gouv.fr/entreprise/819733478
60;75;PARIS;LEYDERS ASSOCIATES;;78.10Z;Lucille DUMONT (DESJONQUERES);64;Président de SAS;;;;1-2;2014-02-01;5;799891478;CS 48756 - 75380 PARIS CEDEX 08 58 RUE DE MONCEAU 75008 PARIS;https://www.pappers.fr/entreprise/leyders-associates-799891478;https://annuaire-entreprises.data.gouv.fr/entreprise/799891478
60;75;PARIS;UMANTIC TECHNOLOGIES;;78.30Z;Jean-Philippe COUESPEL DU MESNIL;60;Directeur Général;;-54303;2025;20-49;2015-01-02;5;808804264;58 RUE DE LA VICTOIRE 75009 PARIS;https://www.pappers.fr/entreprise/umantic-technologies-808804264;https://annuaire-entreprises.data.gouv.fr/entreprise/808804264
60;75;PARIS;LM2J;;78.30Z;Therese SALADO (MAJNONI D'INTIGNANO);60;Gérant;;;;3-5;2010-09-15;3;525108999;23 RUE DES FRANCS BOURGEOIS 75004 PARIS;https://www.pappers.fr/entreprise/lm2j-les-mondes-de-jules-et-juliette-525108999;https://annuaire-entreprises.data.gouv.fr/entreprise/525108999
60;75;PARIS;DECI-BELLES;;78.30Z;Ana CALPE DEL ARCO;60;Président de SAS;;164717;2025;20-49;2007-07-01;2;498568955;11 RUE BLOMET 75015 PARIS;https://www.pappers.fr/entreprise/deci-belles-498568955;https://annuaire-entreprises.data.gouv.fr/entreprise/498568955
60;75;PARIS;REFERENCE;;78.30Z;Jean-Marc CZERKAWSKI;64;Gérant;;;;n.r.;2006-02-01;2;488819905;14 AVENUE MATIGNON 75008 PARIS;https://www.pappers.fr/entreprise/reference-488819905;https://annuaire-entreprises.data.gouv.fr/entreprise/488819905
60;75;PARIS;ARPO INTERIM;;78.20Z;Catherine POCHAT (FOSSE);62;Président de SAS;;52458;2024;6-9;2013-12-23;2;799378807;5 RUE DE LA FELICITE 75017 PARIS;https://www.pappers.fr/entreprise/arpo-interim-799378807;https://annuaire-entreprises.data.gouv.fr/entreprise/799378807
60;75;PARIS;PERSONNEL DE MAISON SERVICES;;78.30Z;Nelly Danielle LE CLEACH;62;Gérant;;;;n.r.;1997-05-20;2;412147357;5 RUE GREFFULHE 75008 PARIS;https://www.pappers.fr/entreprise/personnel-de-maison-services-412147357;https://annuaire-entreprises.data.gouv.fr/entreprise/412147357
60;75;PARIS;AGENCE CONCEPT INTERIM;ACI;78.20Z;Marco BCHIRI;64;Gérant;;62034;2016;n.r.;1994-07-04;15;395376577;96 RUE LA FAYETTE 75010 PARIS;https://www.pappers.fr/entreprise/agence-concept-interim-a-c-i-395376577;https://annuaire-entreprises.data.gouv.fr/entreprise/395376577
60;75;PARIS;COMPT' INTERIM PARIS;;78.20Z;Pascal PILAT;61;Gérant;;;;n.r.;2004-02-16;4;452317464;30 RUE NOTRE-DAME DES VICTOIRES 75002 PARIS;https://www.pappers.fr/entreprise/compt-interim-paris-inopia-finance-452317464;https://annuaire-entreprises.data.gouv.fr/entreprise/452317464
58;75;PARIS;IYAR;;78.30Z;Guy Joseph SAAL;66;Gérant;;;;0;2018-06-27;1;841397953;23 RUE DE ROME 75008 PARIS;https://www.pappers.fr/entreprise/iyar-841397953;https://annuaire-entreprises.data.gouv.fr/entreprise/841397953
58;75;PARIS;1+1;;78.10Z;Robert REISBERG;78;Président de SAS;;;;n.r.;2017-11-06;1;833844699;43 RUE DE LA ROQUETTE 75011 PARIS;https://www.pappers.fr/entreprise/1-1-833844699;https://annuaire-entreprises.data.gouv.fr/entreprise/833844699
